Price,Living.Area,Bathrooms,Age,Fireplace,Bedrooms
193774,1932,3,4,1,4
100003,1184,2,19,0,3
222330,2712,3,1,1,5
197350,2500,4,1,1,4
95708,912,2,20,0,2
249250,2604,3,1,1,4
157055,1836,2,106,1,4
102287,882,2,71,0,3
178851,2002,3,14,1,4
95708,912,2,20,0,2
135901,1508,2,21,0,3
44873,882,2,71,0,3
182056,2396,3,28,1,4
205070,2460,3,1,1,4
201928,2322,3,22,1,4
108785,1480,2,22,0,3
270841,2306,3,1,1,3
185902,2756,3,33,1,4
150581,1664,2,33,1,3
479670,3956,3,15,1,4
285769,3125,3,3,1,4
247125,2835,3,1,1,4
203240,2464,3,42,1,4
207751,2628,3,20,1,3
124939,1099,1,9,0,2
80130,1225,1,48,1,3
227314,2764,3,1,1,4
199733,840,1,50,0,2
49564,1363,2,39,0,3
106950,1472,1,28,1,3
158338,1836,3,15,1,3
169876,1774,3,1,1,3
147440,1590,3,3,0,3
208339,2109,3,1,0,2
148496,1470,2,12,0,3
197956,2314,3,1,1,4
67951,1040,1,19,0,2
121798,1308,1,29,0,3
242955,1954,2,66,1,2
455140,1764,3,86,1,4
217314,2498,3,14,1,4
141029,1874,3,31,1,3
318121,2892,4,1,1,4
153850,2400,2,26,0,3
88092,1572,2,50,1,4
124939,1678,3,1,1,3
107973,1388,1,60,0,3
119875,1512,2,61,1,4
66027,1653,2,79,0,3
182649,1758,3,1,1,3
206480,2310,3,18,0,3
107695,1802,2,56,1,4
236737,3239,4,1,1,4
154829,1440,2,66,1,2
179492,2030,3,3,1,3
189108,2097,3,10,1,3
